Stall_no,Market_Category,Loyalty_customer,Product_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,Selling_Price,month,year,weekday,No_of_Week
19.0,57,1,7,0,5,0.0,333.0,14.0,2743.0,6143.0,4781.7417780000005,1,2016,2,4
20.0,60,1,5,3,19,0.0,264.0,17.0,237.0,2666.0,1717.798203,3,2016,0,13
6.0,294,1,1,2,78,0.0,145.0,17.0,1974.0,9530.0,5847.7122,3,2016,0,13
41.0,35,1,9,0,61,0.0,596.0,13.0,1955.0,2801.0,2947.3191,3,2016,1,13
41.0,358,1,9,3,35,0.0,544.0,7.0,4913.0,12408.0,9187.5336,8,2015,2,34
11.0,2,1,2,1,91,0.0,100.0,5.0,7290.0,12491.0,9851.51552,3,2016,0,13
35.0,471,1,5,2,87,0.0,245.0,14.0,2354.0,3439.0,3100.263936,2,2016,5,7
47.0,3,0,1,0,56,0.0,168.0,12.0,3319.0,5017.0,4313.2176,2,2016,3,8
22.0,73,0,1,0,14,0.0,113.0,11.0,1110.0,1537.0,1437.816204,9,2015,1,39
49.0,23,1,6,1,96,0.0,158.0,8.0,1645.0,4186.96240234375,2243.905664,8,2015,6,34
41.0,55,1,2,0,84,0.0,120.0,8.0,2750.0,3935.0,3415.271552,11,2015,1,47
29.0,443,0,7,0,52,0.0,324.0,,3826.0,5401.0,4908.652272,9,2015,4,39
12.0,28,1,4,0,13,0.0,268.0,14.0,3425.0,5448.0,4710.238929,2,2016,3,7
2.0,350,0,1,3,92,0.0,152.0,11.0,4998.0,8863.0,6988.022272,8,2015,2,34
29.0,126,0,3,0,39,0.0,345.0,7.0,2046.0,2930.0,2827.65315,3,2016,6,9
34.0,198,0,7,2,50,0.0,285.0,16.0,4032.0,5894.0,5222.301984000001,5,2015,4,19
1.0,452,0,2,0,61,1.0,148.0,8.0,4026.0,6028.0,769.08447,2,2016,6,7
46.0,452,0,6,0,42,0.0,101.0,3.0,4446.0,6563.0,5571.2642399999995,2,2016,4,8
41.0,68,1,6,0,22,0.0,163.0,6.0,1857.0,5787.962890625,2957.2683,9,2015,4,39
31.0,152,0,4,0,100,1.0,289.0,15.0,1632.0,2079.0,314.84493,9,2015,1,39
29.0,83,1,4,0,25,0.0,284.0,15.0,1626.0,10062.0,6121.428075,3,2016,0,13
14.0,442,0,1,1,75,0.0,147.0,13.0,4053.0,5479.0,4870.008,9,2015,1,39
8.0,103,0,4,0,63,0.0,268.0,14.0,10575.0,14477.0,12683.4246,11,2015,2,47
45.0,441,1,4,0,93,1.0,282.0,15.0,4892.0,7921.0,990.2485823999999,8,2015,5,33
24.0,350,1,10,1,68,0.0,378.0,16.0,3454.0,11665.681640625,5521.5369,5,2015,1,19
38.0,447,1,9,0,63,0.0,583.0,11.0,5618.0,7879.0,7265.5308,8,2015,1,34
11.0,452,0,9,0,20,0.0,644.0,11.0,4418.0,6068.0,5760.182675,11,2015,1,47
4.0,23,0,1,2,91,0.0,,13.0,,11465.0,8592.628352,5,2015,2,19
20.0,186,1,7,0,5,0.0,292.0,15.0,2499.0,3249.0,3169.9929690000004,9,2015,5,39
44.0,14,1,9,0,15,0.0,488.0,16.0,3662.0,8663.212890625,4798.910061,9,2015,5,39
40.0,146,1,7,2,62,0.0,301.0,11.0,1520.0,2477.0,2278.683,9,2015,1,39
5.0,58,1,5,0,16,0.0,220.0,14.0,7112.0,9057.0,8314.988418,11,2015,5,47
25.0,268,0,1,2,24,0.0,116.0,11.0,2141.0,3485.0,2924.759775,3,2016,0,10
8.0,455,1,8,0,46,1.0,284.0,5.0,1679.0,7190.0,703.5761087999999,3,2016,1,13
40.0,14,1,2,0,78,0.0,145.0,8.0,3369.0,4269.0,3927.3894,9,2015,4,39
35.0,24,0,9,0,42,0.0,576.0,11.0,7441.0,9493.0,8994.375216,3,2016,0,13
25.0,65,1,8,2,52,0.0,264.0,2.0,4544.0,8673.0,6829.827552,5,2015,6,21
2.0,231,0,1,2,57,0.0,170.0,11.0,4486.0,6767.0,5765.552784,3,2016,1,13
12.0,58,1,5,0,99,1.0,238.0,14.0,4417.0,5632.0,779.0473152000001,2,2016,4,5
34.0,76,1,1,0,33,0.0,160.0,16.0,4835.0,7583.0,6362.982675,2,2016,3,8
30.0,55,1,3,0,57,0.0,345.0,14.0,2746.0,3661.0,3530.240928,9,2015,5,39
48.0,98,1,9,0,96,0.0,621.0,15.0,819.0,2435.0,2218.033664,11,2015,5,47
32.0,469,1,8,0,33,0.0,212.0,8.0,3867.0,5843.0,5058.2028,3,2016,1,13
32.0,283,1,3,0,62,0.0,287.0,10.0,1928.0,7770.0,5089.4415,5,2015,3,19
5.0,220,1,8,0,46,1.0,251.0,4.0,6545.0,9653.0,1244.9668896,3,2016,0,13
1.0,471,1,10,2,2,0.0,369.0,13.0,2162.0,2947.0,2926.527318,12,2015,3,49
37.0,58,1,6,0,80,0.0,186.0,9.0,7072.0,10137.0,8600.2796,3,2016,0,13
12.0,74,1,2,0,25,0.0,105.0,9.0,7122.0,9667.0,8485.79235,3,2016,4,11
48.0,14,1,3,0,81,0.0,273.0,6.0,3373.0,4505.0,4153.673215999999,2,2016,3,7
12.0,458,0,2,0,19,0.0,114.0,5.0,7086.0,10088.0,8704.419471,3,2016,2,13
31.0,162,1,8,1,77,0.0,209.0,8.0,5130.0,7094.0,6262.6311,7,2015,3,30
4.0,452,0,5,0,80,0.0,203.0,14.0,3875.0,5683.0,4876.444475,5,2015,1,19
3.0,358,1,4,3,25,0.0,226.0,17.0,10142.0,13404.0,11988.962475,3,2016,2,12
12.0,198,1,8,0,85,0.0,230.0,4.0,2289.0,4787.35546875,2789.2874239999996,9,2015,2,39
20.0,358,1,7,3,4,1.0,271.0,17.0,4645.0,14815.0,1502.4807369,3,2016,5,12
3.0,35,1,6,2,22,0.0,178.0,8.0,1426.0,3451.0,2611.903875,5,2015,1,19
23.0,62,1,5,0,84,0.0,254.0,14.0,8992.0,12634.0,10922.557184000001,7,2015,2,30
1.0,11,1,6,3,38,0.0,183.0,7.0,425.0,1151.0,969.121125,8,2015,4,34
40.0,453,1,7,0,63,0.0,272.0,11.0,3075.0,4336.0,3941.7642,8,2015,5,34
18.0,447,0,9,0,71,0.0,606.0,11.0,6175.0,14873.98828125,7948.3734,8,2015,2,34
30.0,113,1,4,0,67,0.0,213.0,16.0,1121.0,6417.0,3948.1497,2,2016,4,5
22.0,446,1,7,0,12,1.0,349.0,13.0,6136.0,9239.0,1206.85280265,8,2015,6,33
23.0,192,1,10,0,27,0.0,368.0,12.0,2090.0,5926.0,4369.857975,3,2016,1,13
42.0,198,0,3,0,36,,267.0,5.0,2326.0,3331.0,3089.167725,9,2015,3,39
49.0,452,1,2,0,70,0.0,119.0,7.0,5305.0,6766.0,6097.1328,11,2015,1,47
38.0,23,1,7,2,39,0.0,326.0,7.0,761.0,2131.0,1768.577475,9,2015,1,39
36.0,55,1,7,0,4,0.0,305.0,7.0,1239.0,3220.0,2535.806394,9,2015,2,39
16.0,2,1,7,1,86,0.0,347.0,17.0,5929.0,9064.0,7743.110143999999,3,2016,5,11
22.0,268,0,6,2,58,0.0,135.0,6.0,1861.0,3776.0,2936.276784,2,2016,4,8
10.0,55,1,7,0,21,1.0,301.0,13.0,2261.0,6023.0,665.5888575,5,2015,1,19
50.0,275,0,1,0,82,0.0,167.0,5.0,,1978.0,1592.453632,8,2015,2,34
13.0,186,1,8,0,55,0.0,253.0,1.0,2005.0,2448.0,2463.849792,12,2015,4,49
39.0,113,0,8,0,84,0.0,259.0,3.0,1562.0,6185.0,4074.135296,3,2016,1,10
32.0,198,1,9,2,85,0.0,628.0,16.0,4593.0,6285.0,5988.20992,8,2015,5,33
17.0,358,1,2,3,84,1.0,149.0,7.0,8544.0,12346.0,1567.2976704000002,8,2015,1,34
28.0,320,1,10,0,48,0.0,399.0,17.0,2335.0,5746.0,4417.913232,5,2015,3,19
18.0,447,1,9,0,78,0.0,609.0,12.0,4053.0,15341.453125,6795.855,11,2015,1,47
49.0,63,1,5,1,69,0.0,257.0,17.0,2140.0,12911.0,7717.3371,8,2015,2,34
6.0,451,1,3,0,92,0.0,244.0,9.0,4935.0,6279.0,5771.722879999999,9,2015,4,39
7.0,24,1,2,0,60,0.0,112.0,6.0,7304.0,9824.0,8485.81435,3,2016,4,12
15.0,152,0,7,0,53,0.0,338.0,8.0,1904.0,4060.0859375,2448.42912,9,2015,5,39
45.0,452,1,3,0,43,1.0,302.0,5.0,7233.0,9738.0,1310.3209295999998,3,2016,6,11
43.0,188,1,5,0,5,0.0,203.0,10.0,4261.0,5990.0,5333.096637,11,2015,2,47
28.0,294,0,2,2,23,0.0,131.0,7.0,996.0,4753.0,2999.991225,9,2015,2,39
21.0,294,1,3,2,39,1.0,234.0,9.0,1365.0,4944.0,507.4292475,12,2015,6,49
47.0,471,0,9,2,51,0.0,543.0,14.0,2378.0,3061.0,3245.405616,2,2016,4,8
37.0,65,1,7,2,11,0.0,349.0,8.0,3654.0,6513.0,5436.0263429999995,11,2015,1,47
16.0,65,1,3,2,46,0.0,,10.0,5273.0,7209.0,6407.9648640000005,7,2015,6,30
3.0,437,0,10,0,42,0.0,362.0,12.0,7778.0,10724.0,9562.50576,8,2015,6,33
3.0,78,0,1,2,83,0.0,155.0,16.0,3221.0,6178.0,4792.006912,2,2016,2,8
37.0,452,1,10,0,36,0.0,392.0,11.0,5544.0,8140.0,7223.426175,8,2015,1,34
29.0,24,1,10,0,74,0.0,350.0,12.0,6596.0,8534.0,7844.8392,8,2015,1,34
20.0,456,1,3,0,1,0.0,294.0,,600.0,2262.0,1725.547428,8,2015,2,34
50.0,358,1,3,3,21,0.0,282.0,7.0,5378.0,12049.0,8979.096,8,2015,2,34
39.0,70,1,2,2,36,0.0,125.0,5.0,2814.0,5680.0,4363.1847,3,2016,0,13
33.0,446,1,6,0,38,0.0,,3.0,3325.0,4723.0,4202.676975,9,2015,2,39
40.0,57,1,9,0,34,0.0,504.0,14.0,1141.0,8313.267578125,3587.82795,9,2015,2,39
6.0,447,1,9,0,28,0.0,589.0,7.0,4430.0,6080.0,5833.0608,8,2015,6,34
21.0,452,1,6,0,90,0.0,116.0,4.0,4534.0,5803.0,5210.443392,5,2015,4,19
31.0,14,1,1,0,8,0.0,141.0,17.0,3360.0,4676.0,4165.413417,9,2015,4,39
14.0,63,1,4,1,24,0.0,211.0,13.0,6296.0,14104.0,10398.19935,3,2016,5,11
9.0,403,1,6,0,4,0.0,123.0,7.0,1768.0,3113.0,2564.953479,9,2015,1,39
1.0,23,1,9,2,38,0.0,506.0,,2481.0,6680.0,5079.718875,5,2015,4,21
43.0,100,0,6,0,94,0.0,144.0,6.0,3745.0,4491.0,4203.061632,9,2015,5,39
30.0,116,1,10,0,83,1.0,381.0,16.0,1174.0,1572.0,259.636608,8,2015,2,34
49.0,65,1,1,2,92,0.0,128.0,15.0,2938.0,4641.0,3866.6862079999996,1,2016,0,1
17.0,55,0,6,0,64,0.0,167.0,2.0,3720.0,5824.0,4890.5505,3,2016,3,9
45.0,403,1,2,0,11,0.0,109.0,6.0,2515.0,3777.0,3256.564311,3,2015,6,12
15.0,23,0,1,2,23,1.0,158.0,10.0,1098.0,6506.0,593.083575,2,2016,3,8
9.0,1,1,10,0,28,0.0,375.0,12.0,787.0,4229.0,2878.794975,9,2015,2,39
35.0,441,0,10,0,18,0.0,355.0,11.0,3317.0,5126.0,4580.681886,9,2015,5,39
2.0,65,0,2,0,43,0.0,144.0,9.0,3754.0,5254.0,4622.276879999999,8,2015,2,34
2.0,3,0,2,0,99,1.0,148.0,8.0,2350.0,3301.0,439.93635839999996,2,2016,0,8
1.0,268,0,1,2,83,0.0,104.0,5.0,1928.0,2951.0,2508.076032,3,2016,0,13
2.0,75,0,3,2,77,0.0,,14.0,1419.0,3884.0,2925.6579,5,2015,4,21
9.0,23,1,5,2,83,0.0,,17.0,1741.0,9149.0,5667.456256,8,2015,2,34
12.0,452,1,3,0,12,0.0,250.0,11.0,6107.0,7993.0,7307.029224,8,2015,4,34
32.0,60,1,3,3,99,1.0,214.0,14.0,184.0,1088.0,125.79557759999999,3,2016,0,13
26.0,198,1,6,2,48,0.0,179.0,2.0,4732.0,6337.0,5678.036496,8,2015,6,33
23.0,70,1,8,2,70,0.0,247.0,7.0,972.0,4443.01708984375,2114.4618,8,2015,2,34
38.0,441,1,4,2,88,0.0,225.0,17.0,5400.0,6840.0,6263.88224,7,2015,2,30
7.0,452,1,9,0,64,0.0,546.0,12.0,2638.0,3971.0,3815.9253,8,2015,6,34
38.0,188,0,8,0,63,0.0,260.0,9.0,4073.0,6302.0,5397.6483,11,2015,2,47
36.0,55,0,3,0,71,0.0,322.0,5.0,1482.0,2777.0,2428.0344,9,2015,2,39
20.0,158,0,9,0,35,0.0,618.0,8.0,1356.0,3471.0,3025.846425,1,2016,1,1
8.0,441,0,5,0,5,0.0,283.0,14.0,3272.0,4745.0,4296.680289,10,2015,0,43
25.0,11,1,6,3,5,0.0,166.0,1.0,292.0,1316.0,969.982992,3,2016,0,13
8.0,11,0,5,3,39,0.0,248.0,11.0,377.0,474.0,672.285075,9,2015,5,39
15.0,139,1,2,2,21,1.0,132.0,5.0,1014.0,1341.0,196.02221625,2,2016,4,5
42.0,445,1,7,0,13,0.0,273.0,14.0,6707.0,17449.17578125,8619.307983,8,2015,0,34
26.0,37,1,7,0,85,0.0,250.0,5.0,4265.0,6530.0,5568.83712,5,2015,6,22
37.0,23,1,1,2,93,0.0,166.0,5.0,5280.0,12360.0,8860.948096,2,2015,2,7
25.0,141,1,5,0,10,0.0,207.0,12.0,4190.0,6201.0,5408.189127000001,8,2015,5,33
19.0,471,1,2,2,29,0.0,115.0,5.0,2333.0,3548.0,3049.327575,1,2016,6,53
42.0,447,0,8,0,81,0.0,241.0,8.0,2135.0,3667.0,3099.041792,9,2015,4,39
28.0,416,1,3,2,71,0.0,319.0,6.0,4680.0,10682.0,7924.5639,3,2016,1,13
49.0,58,0,6,1,82,0.0,184.0,3.0,3001.0,3853.0,3560.016768,9,2015,4,39
36.0,423,0,10,0,78,0.0,391.0,12.0,2794.0,8093.0,5782.6197,8,2015,2,34
44.0,460,1,6,3,7,0.0,199.0,4.0,240.0,540.2547607421875,515.578437,9,2015,1,39
48.0,103,1,7,2,90,1.0,289.0,15.0,4924.0,7257.0,944.4965376,2,2014,5,8
9.0,444,1,1,1,59,1.0,138.0,15.0,5623.0,7766.0,1019.8121616000001,5,2015,5,19
14.0,129,0,10,0,18,0.0,371.0,16.0,3466.0,6387.0,5304.849462,3,2016,1,10
15.0,446,0,9,0,56,1.0,526.0,8.0,3861.0,6386.0,842.612544,10,2015,5,43
34.0,220,1,1,0,98,0.0,133.0,17.0,9831.0,13273.0,11536.093184000001,11,2015,3,47
46.0,275,1,9,0,84,0.0,636.0,6.0,3985.0,5228.0,5169.728256,5,2015,4,19
24.0,93,1,7,2,45,0.0,306.0,8.0,3979.0,6066.0,5298.391872,12,2015,1,50
1.0,55,1,7,0,47,1.0,282.0,14.0,2738.0,4224.0,561.5633448,3,2016,2,13
26.0,24,0,9,0,56,0.0,477.0,9.0,5746.0,7754.0,7186.788288,3,2016,1,11
18.0,97,1,3,0,83,0.0,339.0,11.0,616.0,3005.0,2120.5085440000003,8,2015,4,34
48.0,358,0,8,3,91,0.0,203.0,7.0,2325.0,15387.0,8934.66112,9,2015,5,39
32.0,451,0,9,0,91,0.0,532.0,12.0,5798.0,7508.0,7089.401088,11,2015,2,47
1.0,24,0,4,0,92,0.0,238.0,13.0,5751.0,7585.0,6815.098752,8,2015,3,34
20.0,450,0,8,0,76,0.0,255.0,3.0,3112.0,5119.0,4328.0127,5,2015,4,19
30.0,3,1,7,0,14,0.0,319.0,17.0,3770.0,5517.0,4969.892961,3,2016,2,13
20.0,452,1,6,0,39,1.0,120.0,10.0,6938.0,9253.0,1230.45615,3,2016,6,11
8.0,100,1,1,0,48,0.0,157.0,17.0,1244.0,3552.0,2542.701888,9,2015,4,39
50.0,149,0,4,0,76,0.0,244.0,17.0,7421.0,10124.0,8941.0959,8,2015,0,34
12.0,55,0,7,0,65,1.0,349.0,6.0,4142.0,5198.0,745.7373,3,2016,2,10
20.0,24,1,4,0,31,0.0,248.0,13.0,3756.0,5058.0,4649.078175,9,2015,3,39
29.0,471,0,5,2,36,1.0,253.0,15.0,2471.0,3467.0,482.75758125,3,2016,6,9
,24,0,5,0,2,0.0,284.0,15.0,3402.0,5084.0,4532.906664,9,2015,3,39
30.0,452,1,6,0,44,0.0,181.0,7.0,4186.0,5541.0,5015.59344,5,2015,2,19
2.0,447,1,4,0,47,1.0,222.0,15.0,2754.0,6390.0,715.5201744,11,2015,4,46
,458,1,2,0,86,0.0,119.0,8.0,9481.0,11267.0,10350.08128,11,2015,2,47
40.0,165,1,9,0,3,0.0,559.0,6.0,2764.0,4399.0,4142.235735,1,2016,1,4
14.0,24,0,6,0,53,0.0,181.0,1.0,8293.0,11090.0,9810.279792,11,2015,4,47
33.0,206,1,2,0,17,0.0,129.0,8.0,753.0,5809.0,3412.2787380000004,1,2016,5,53
11.0,452,1,7,0,64,0.0,252.0,16.0,4108.0,5734.0,5129.0613,12,2015,1,53
29.0,441,1,8,0,64,0.0,286.0,6.0,6079.0,8737.0,7621.4556,8,2015,3,34
34.0,23,1,7,2,93,0.0,290.0,14.0,2056.0,5534.0,4031.409536,2,2016,3,5
9.0,437,0,7,0,41,0.0,253.0,8.0,5664.0,7188.0,6641.3615039999995,8,2015,2,34
7.0,437,0,1,0,36,0.0,128.0,6.0,7439.0,10707.0,9183.4239,8,2015,6,33
42.0,188,0,9,0,60,0.0,525.0,7.0,2381.0,3594.0,3435.511725,9,2015,5,39
48.0,147,1,2,2,88,1.0,113.0,5.0,1112.0,2171.0,259.5065088,12,2015,1,50
13.0,451,1,7,0,68,0.0,327.0,12.0,8210.0,11763.0,10222.2252,11,2015,5,47
31.0,450,0,6,0,24,1.0,195.0,10.0,2339.0,8537.0,843.651585,2,2016,1,8
2.0,149,1,8,0,52,0.0,255.0,3.0,7167.0,10021.0,8794.929887999999,8,2015,1,34
32.0,151,0,2,0,73,0.0,133.0,9.0,369.0,1211.0,914.4729,9,2015,1,39
23.0,87,0,9,0,86,0.0,560.0,6.0,4541.0,6692.0,6090.8798719999995,8,2015,0,34
24.0,58,0,6,1,90,0.0,103.0,4.0,3174.0,4018.0,3647.153664,5,2015,3,19
25.0,14,1,9,0,68,0.0,544.0,12.0,5278.0,7595.0,6918.3378,11,2015,1,47
7.0,14,1,1,0,94,0.0,157.0,10.0,3301.0,4731.0,4116.870911999999,9,2015,4,39
48.0,152,1,6,0,36,0.0,192.0,10.0,1200.0,1890.0,1734.19365,9,2015,2,39
5.0,55,0,10,0,52,0.0,384.0,15.0,3025.0,6539.0,5140.061712,3,2016,6,9
32.0,230,1,2,2,97,0.0,101.0,6.0,5473.0,8488.0,6983.656064,3,2016,0,13
35.0,23,1,4,2,96,0.0,257.0,15.0,3427.0,18772.0,11209.37664,3,2016,0,13
49.0,30,0,4,0,91,0.0,208.0,12.0,2486.0,3402.0,3110.090368,2,2016,6,7
22.0,446,0,10,0,12,1.0,362.0,13.0,4833.0,7071.0,948.1661739,5,2015,2,19
30.0,55,1,1,0,28,0.0,154.0,5.0,1260.0,4408.2021484375,2217.971175,8,2015,5,34
22.0,74,1,8,0,4,0.0,277.0,1.0,6850.0,10939.0,9171.472760999999,8,2015,1,34
35.0,452,0,10,0,68,0.0,,17.0,7181.0,17190.685546875,8960.6781,11,2015,4,47
42.0,58,0,2,0,87,0.0,107.0,7.0,4671.0,6157.0,5445.233024,2,2016,1,7
48.0,137,0,8,0,80,1.0,251.0,8.0,10644.0,19134.0,2221.64880375,3,2016,3,11
37.0,186,0,8,0,59,0.0,264.0,5.0,3241.0,5236.0,4475.790432,3,2016,0,10
30.0,132,1,2,0,31,0.0,142.0,5.0,1645.0,9495.0,5700.49305,3,2016,0,13
19.0,198,1,3,2,12,0.0,,8.0,4676.0,6001.0,5581.211823,8,2015,6,33
34.0,162,0,4,1,87,0.0,281.0,12.0,9544.0,14523.0,12151.403264,11,2015,4,47
16.0,152,0,2,0,85,0.0,129.0,6.0,1213.0,1751.0,1588.678784,9,2015,1,39
18.0,65,1,5,2,16,0.0,249.0,13.0,2698.0,4866.0,4035.516408,11,2015,2,45
42.0,13,1,7,3,51,0.0,292.0,8.0,363.0,2265.0,1596.7648800000002,8,2015,1,34
26.0,3,1,8,0,89,1.0,264.0,1.0,2926.0,3801.0,536.3398656,2,2016,6,7
24.0,23,0,2,2,58,0.0,124.0,7.0,2573.0,8243.0,5500.360944,1,2016,6,53
27.0,294,0,1,2,72,0.0,104.0,12.0,2181.0,9063.0,5675.4225,3,2016,0,13
16.0,65,0,2,2,71,0.0,149.0,5.0,2213.0,4385.0,3415.1535,9,2015,2,39
15.0,94,1,8,2,29,0.0,253.0,,3514.0,10665.0,7329.09135,8,2015,1,34
9.0,452,0,9,0,87,0.0,604.0,9.0,7569.0,9972.0,9247.283584,11,2015,4,47
9.0,268,0,2,2,41,0.0,122.0,7.0,1594.0,4783.0,3291.5285280000003,3,2016,2,13
10.0,199,1,4,0,6,0.0,221.0,17.0,10444.0,13816.0,12370.382838,3,2016,6,12
36.0,230,0,7,1,7,1.0,319.0,14.0,6384.0,8978.0,1201.49233875,3,2016,2,11
22.0,195,1,7,1,77,1.0,331.0,5.0,11831.0,17299.0,2213.13708,11,2015,5,46
24.0,55,0,3,0,63,0.0,252.0,8.0,3947.0,5833.0,5094.4509,3,2016,6,9
49.0,452,1,3,0,100,0.0,,9.0,2914.0,4291.0,3848.16335,8,2015,6,34
30.0,65,1,9,2,38,0.0,643.0,9.0,2294.0,3767.0,3667.039425,9,2015,2,39
18.0,24,0,2,0,8,0.0,145.0,8.0,4828.0,7026.0,6076.132326,3,2016,6,9
12.0,58,1,4,0,34,0.0,244.0,16.0,4329.0,5693.0,5249.86245,2,2016,3,5
48.0,14,1,9,0,40,0.0,499.0,14.0,3767.0,4495.0,4531.47495,9,2015,5,39
37.0,27,1,6,0,86,0.0,121.0,1.0,5886.0,10571.0,8230.075392,3,2016,1,13
31.0,458,1,7,0,55,0.0,277.0,10.0,6416.0,8763.0,7823.695823999999,5,2015,1,19
15.0,23,1,2,2,74,0.0,142.0,7.0,4266.0,11175.0,7789.221,3,2016,0,13
49.0,57,0,6,0,49,0.0,195.0,3.0,4630.0,8200.0,6569.603712,3,2016,2,10
19.0,447,1,9,0,78,0.0,599.0,15.0,6006.0,8037.0,7554.7197,8,2015,1,34
6.0,93,0,3,2,5,0.0,344.0,13.0,3858.0,5874.0,5215.8083670000005,3,2016,5,9
22.0,14,0,6,0,70,0.0,190.0,3.0,3676.0,4886.0,4427.5572,10,2015,1,43
48.0,93,0,10,2,76,1.0,353.0,11.0,2969.0,5375.0,672.644115,2,2016,6,8
45.0,250,1,10,0,83,0.0,389.0,12.0,2147.0,5865.0,4336.452736,5,2015,2,19
44.0,3,0,10,0,69,0.0,365.0,17.0,1624.0,3221.0,2763.7038,1,2016,0,1
43.0,141,1,5,0,90,0.0,210.0,,2395.0,3408.0,3070.98176,9,2015,4,39
47.0,452,1,3,0,35,0.0,248.0,14.0,5885.0,8162.0,7263.126675,8,2015,0,34
48.0,218,1,8,3,67,1.0,291.0,7.0,4335.0,10956.0,1179.364725,3,2016,0,13
11.0,93,0,2,1,87,0.0,146.0,6.0,1827.0,5238.0,3627.619072,8,2015,2,34
27.0,320,1,9,0,16,0.0,561.0,7.0,688.0,4258.0,3035.426427,8,2015,4,34
20.0,124,0,7,0,10,0.0,338.0,15.0,3292.0,4587.0,4282.981659,5,2015,2,19
16.0,443,1,10,0,50,1.0,368.0,17.0,5812.0,8729.0,1140.2841744,11,2015,4,47
30.0,3,0,3,0,37,0.0,255.0,5.0,2514.0,4383.0,3695.95695,2,2016,1,8
12.0,358,0,8,3,67,0.0,224.0,5.0,5818.0,15774.0,10915.146,11,2015,2,47
33.0,55,1,1,0,30,0.0,148.0,6.0,1493.0,3080.0,2429.780325,9,2015,2,39
49.0,55,1,4,0,2,0.0,214.0,14.0,1949.0,7173.52734375,3145.2854399999997,9,2015,4,39
44.0,358,1,1,3,80,0.0,158.0,,1523.0,6823.0,4237.628675,9,2015,4,39
25.0,231,0,3,2,57,0.0,240.0,14.0,5034.0,7636.0,6541.733232,3,2016,1,13
9.0,23,1,10,2,55,0.0,393.0,17.0,3789.0,8323.0,6417.96048,3,2016,0,13
24.0,10,1,2,3,21,0.0,141.0,9.0,711.0,1122.0,1055.6742,9,2015,4,39
10.0,121,1,6,0,66,0.0,178.0,4.0,1891.0,6678.8798828125,3215.2527,9,2015,4,39
17.0,70,0,8,2,48,1.0,207.0,5.0,1056.0,4402.0,437.78413439999997,1,2016,0,1
12.0,447,1,4,0,25,0.0,237.0,12.0,1398.0,3826.0,2844.999675,9,2015,5,39
5.0,104,1,2,0,62,1.0,127.0,9.0,897.0,6032.0,533.80107,2,2016,6,7
31.0,65,1,8,2,92,0.0,234.0,7.0,6161.0,10317.0,8356.675712,3,2016,1,13
18.0,23,0,10,1,51,0.0,366.0,11.0,5362.0,10007.0,8007.37272,8,2015,3,34
43.0,458,1,7,0,28,0.0,296.0,10.0,6782.0,10375.0,8860.8723,5,2015,4,19
32.0,55,0,8,0,40,0.0,242.0,5.0,1344.0,3093.0,2406.223775,9,2015,3,39
30.0,198,1,7,0,49,0.0,320.0,10.0,2236.0,2997.0,2920.309632,9,2015,2,39
40.0,447,1,8,0,23,0.0,264.0,1.0,5298.0,7779.0,6786.142125,8,2015,5,33
14.0,113,0,9,0,17,0.0,647.0,17.0,2301.0,8011.0,5811.1888229999995,3,2016,0,10
41.0,37,0,4,2,45,0.0,206.0,15.0,4721.0,6637.0,5855.801472,3,2016,2,13
33.0,443,1,3,0,31,0.0,209.0,11.0,6555.0,8384.0,7667.5032,8,2015,0,34
15.0,114,0,8,0,27,0.0,221.0,7.0,1011.0,4016.0,2729.41935,8,2015,2,34
43.0,24,1,3,0,42,0.0,301.0,7.0,7254.0,9490.0,8623.315295999999,3,2016,0,12
29.0,44,1,9,1,13,0.0,590.0,,9157.0,13701.0,12030.366843000002,8,2015,5,33
2.0,441,1,3,2,65,1.0,309.0,5.0,4668.0,7117.0,921.360825,5,2015,5,19
26.0,451,1,4,0,17,0.0,269.0,16.0,7564.0,10865.0,9497.290176,12,2015,0,50
41.0,55,1,4,0,21,0.0,256.0,12.0,2437.0,6284.0,4610.175675,3,2016,2,10
20.0,115,1,6,0,50,0.0,150.0,7.0,1394.0,1960.0,1816.469712,9,2015,2,39
16.0,451,0,5,0,17,0.0,295.0,16.0,4785.0,11063.5556640625,5961.953745000001,9,2015,5,39
33.0,24,0,1,0,72,0.0,119.0,17.0,4020.0,6143.0,5157.0486,1,2016,1,1
32.0,38,1,7,3,47,0.0,274.0,7.0,4067.0,8593.0,6566.136047999999,3,2016,1,13
1.0,152,0,10,0,99,0.0,398.0,15.0,1588.0,2022.0,2173.947776,9,2015,1,39
6.0,58,1,2,0,52,1.0,106.0,8.0,5591.0,8394.0,1058.7935736,11,2015,2,47
15.0,113,0,4,0,18,0.0,264.0,14.0,1980.0,5227.0,3872.152746,9,2015,5,39
48.0,58,1,5,0,76,0.0,244.0,17.0,5242.0,7315.0,6467.8383,8,2015,0,34
38.0,146,0,9,2,14,0.0,647.0,6.0,1599.0,2413.0,2653.93458,8,2015,6,34
16.0,23,1,7,2,50,0.0,293.0,10.0,1466.0,7230.0,4615.6197600000005,11,2015,4,47
32.0,141,1,9,0,93,0.0,492.0,15.0,4051.0,5276.0,5088.16,5,2015,4,19
